Function,Gene,NH4_1,NH4_2,NH4_3,NH4_average,alanine_1,alanine_2,alanine_3,alanine_average,log2FoldChange,pvalue,qvalue
conserved hypothetical protein,HVO_2893,7.5079474,7.9918184,7.989678,7.8298146,8.102986,8.444579,8.456957,8.334840667,0.505026067,0.063585534,0.372871867
5-formyltetrahydrofolate cyclo-ligase,HVO_1928,6.843749,7.23364,7.8349257,7.3041049,7.4606285,7.59312,8.373815,7.809187833,0.505082933,0.280701516,0.646274852
methanol dehydrogenase regulatory protein,HVO_1257,8.734374,8.96024,9.054324,8.916312667,9.350806,9.275651,9.637839,9.421432,0.505119333,0.025587146,0.246291731
conserved hypothetical protein,HVO_2245,5.722221,5.755644,6.171127,5.882997333,6.0836525,5.84954,7.2327366,6.388643033,0.5056457,0.325119753,0.65607814
conserved hypothetical protein,HVO_2392,7.882675,9.267797,8.753271,8.634581,9.429391,8.460034,9.533139,9.140854667,0.506273667,0.393001666,0.668300866
"5,10-methylenetetrahydromethanopterin reductase(Coenzyme F420-dependent N(5),N(10)-methylenetetrahydromethanopterinreductase)",HVO_1937,6.156162,6.7668977,7.174145,6.699068233,6.7971344,6.4817553,8.338019,7.205636233,0.506568,0.476312536,0.701249026
ATP-dependent helicase,HVO_1703,9.40753,9.325867,9.097981,9.277126,9.767013,9.948186,9.635936,9.783711667,0.506585667,0.017372437,0.207272938
2-5 RNA ligase,HVO_0114,6.2397633,6.667897,6.905558,6.6044061,6.739306,6.887827,7.705927,7.11102,0.5066139,0.230103585,0.629581184
conserved hypothetical protein,HVO_0803,5.8141828,6.1491866,6.352932,6.1054338,6.256165,6.135554,7.444624,6.612114333,0.506680533,0.319626465,0.65607814
hypothetical protein,HVO_A0393,9.418318,8.582735,9.259563,9.086872,9.240155,9.986454,9.554332,9.593647,0.506775,0.205236148,0.609176475
ABC-type transport system ATP-binding protein (probable substrate branched-chain amino acids),HVO_A0514,5.535055,5.895896,6.262604,5.897851667,6.059659,5.924886,7.229346,6.404630333,0.506778667,0.336483811,0.65611776
conserved hypothetical protein,HVO_2967,8.84393,8.779785,8.68525,8.769655,8.947053,9.46715,9.416026,9.276743,0.507088,0.041902667,0.308085107
hypothetical protein,HVO_0037,6.165889,6.4543147,6.3161707,6.3121248,6.6513,6.6576066,7.149631,6.819512533,0.507387733,0.051678272,0.338556374
probable oxidoreductase (aldo-keto reductase family protein),HVO_1874,11.584304,11.624804,11.366929,11.52534567,11.58337,12.645199,11.870245,12.032938,0.507592333,0.195643051,0.601702002
"precorrin-6y C5,15-methyltransferase (decarboxylating), CbiE subunit",HVO_B0048,8.264063,10.123718,10.073687,9.487156,10.123186,9.4621315,10.399188,9.994835167,0.507679167,0.491968245,0.71008378
homoserine kinase,HVO_2338,5.341279,5.6032777,5.955508,5.6333549,5.868635,5.5767126,6.9791927,6.141513433,0.508158533,0.33386596,0.65607814
conserved hypothetical protein,HVO_0683,6.2841063,6.5652523,7.0700164,6.639791667,6.6970854,6.66597,8.081557,7.148204133,0.508412467,0.383834815,0.665614333
malate dehydrogenase,HVO_3007,9.577768,10.507509,10.279195,10.12149067,10.834196,10.199551,10.856966,10.63023767,0.508747,0.223058795,0.626449715
conserved hypothetical protein,HVO_2369,6.611239,7.0138216,6.6790247,6.768028433,7.0114584,6.81109,8.008401,7.276983133,0.5089547,0.262527551,0.636745156
metal-dependent amidohydrolase M38 superfamily protein,HVO_2926,8.577167,8.677326,7.966724,8.407072333,8.751978,8.778916,9.218592,8.916495333,0.509423,0.13083761,0.510164262
phenazine biosynthesis-like protein,HVO_0143,6.5682864,7.2921753,7.802441,7.220967567,7.5169296,7.028841,8.646265,7.730678533,0.509710967,0.442053525,0.69153616
conserved hypothetical protein,HVO_1329,5.6118712,5.736023,6.057264,5.8017194,6.0223846,5.885994,7.0263715,6.311583367,0.509863967,0.254190415,0.635520671
dolichyl-phosphate-mannose- proteinmannosyltransfe rase,HVO_0975,5.59932,6.052294,6.4316196,6.027744533,6.240629,6.041969,7.3345118,6.5390366,0.511292067,0.336327132,0.65611776
Tat (twin-arginine translocation) pathway signal sequence domain protein,HVO_A0133,14.225566,14.424163,14.979196,14.542975,15.046795,15.222497,14.895557,15.05494967,0.511974667,0.104367729,0.467835096
glycosyl transferase,HVO_0774,10.124708,9.68524,9.636145,9.815364333,10.163367,10.618113,10.200608,10.32736267,0.511998333,0.074064855,0.404867554
hypothetical protein,HVO_2799,5.612677,5.8842206,6.2651997,5.9206991,6.092525,5.9974847,7.2088,6.432936567,0.512237467,0.301837762,0.650294283
conserved hypothetical protein,HVO_1492,9.460602,10.016746,10.26876,9.915369333,10.280618,10.363798,10.638748,10.42772133,0.512352,0.122300614,0.495193259
ABC-type transport system ATP-binding protein (probable substrate maltose),HVO_0565,7.0645266,7.268884,7.684761,7.339390533,7.7097235,7.6913695,8.1558,7.852297667,0.512907133,0.096828811,0.451844298
conserved hypothetical protein,HVO_2161,8.721783,9.441842,9.221079,9.128234667,9.620217,9.41065,9.893457,9.641441333,0.513206667,0.114209646,0.482818526
cobalamin synthesis protein/P47K,HVO_2979,7.57664,7.935119,8.702057,8.071272,8.463311,8.348399,8.942871,8.584860333,0.513588333,0.246419431,0.635520671
conserved hypothetical protein,HVO_2152,8.13785,7.873257,8.6185255,8.2098775,8.48757,8.341856,9.341508,8.723644667,0.513767167,0.248294046,0.635520671
conserved hypothetical protein,HVO_1818,7.641548,8.592253,9.022285,8.418695333,8.810849,8.752473,9.239532,8.934284667,0.515589333,0.302349491,0.650294283
Predicted membrane-bound metal-dependent hydrolase (DUF457) family,HVO_2422,5.8347063,6.069238,6.8777466,6.260563633,6.4524565,6.48402,7.3942447,6.776907067,0.516343433,0.307397782,0.652157061
ABC-type transport system periplasmic substrate-binding protein (probable substrate sulfate/tungstate),HVO_1888,9.891168,10.175789,10.66342,10.243459,10.6829195,10.637893,10.958924,10.75991217,0.516453167,0.104528905,0.468031108
DNA-directed RNA polymerase subunit B,HVO_0348,12.811543,13.079139,12.816085,12.90225567,13.576905,13.0815,13.600351,13.41958533,0.517329667,0.053544256,0.343340277
ABC-type transport system permease protein (homolog of LolDCE lipoprotein release factor),HVO_2165,7.1164665,7.5679502,7.6836114,7.456009367,7.8125834,7.556632,8.553417,7.9742108,0.518201433,0.20787406,0.610448142
"probable MFS transporter, putative",HVO_0434,5.7556276,6.0190353,6.489482,6.0880483,6.3886514,6.457746,6.97288,6.6064258,0.5183775,0.14085237,0.531530961
transcription regulator (homolog to phosphate uptake regulator),HVO_2379,8.995122,9.313478,8.929535,9.079378333,9.315576,9.233608,10.247123,9.598769,0.519390667,0.207713097,0.610448142
thioredoxin,HVO_0964,6.50141,6.605272,7.1281166,6.744932867,6.9702578,7.0304327,7.792561,7.264417167,0.5194843,0.188508102,0.593837776
ABC-type transport system periplasmic substrate-binding protein (probable substrate iron-III),HVO_B0198,10.130456,10.992422,9.116572,10.07981667,12.418106,11.467579,7.91616,10.600615,0.520798333,0.741571664,0.855824814
conserved hypothetical protein,HVO_1445,9.040525,9.3187275,9.507428,9.2888935,9.601828,10.014277,9.813409,9.809838,0.5209445,0.044713446,0.316179018
conserved hypothetical protein,HVO_2691,10.035621,10.019585,10.315571,10.12359233,10.6584215,10.308659,10.968945,10.64534183,0.5217495,0.070974039,0.393915801
"CAAX amino terminal protease family, transmembrane",HVO_0160,5.903437,6.339936,6.7771297,6.340167567,6.3996887,6.3735666,7.8129716,6.862075633,0.521908067,0.387139029,0.667278992
"acetolactate synthase, small subunit",HVO_1507,12.646919,13.139217,13.068831,12.95165567,13.56161,13.252909,13.6066475,13.47372217,0.5220665,0.051268657,0.337695204
copper-translocating P-type ATPase,HVO_1751,8.950403,8.75905,9.586733,9.098728667,8.921707,10.142377,9.80196,9.622014667,0.523286,0.301449105,0.650294283
conserved hypothetical protein TIGR00299,HVO_2381,12.528497,12.940331,13.140387,12.86973833,13.281982,13.350445,13.54713,13.39318567,0.523447333,0.056466489,0.354360565
hypothetical protein,HVO_2170,5.7621427,5.931006,5.9433117,5.878820133,6.076732,5.9854393,7.1454415,6.4025376,0.523717467,0.237059339,0.632037423
conserved hypothetical protein,HVO_0862,11.05223,11.220986,11.065798,11.11300467,11.56676,11.894265,11.450867,11.63729733,0.524292667,0.02164361,0.225874484
HTR-like protein,HVO_A0160,7.7024217,8.090089,7.9166493,7.903053333,8.563344,8.521234,8.198767,8.427781667,0.524728333,0.030936492,0.261745054
"membrane protein, putative",HVO_B0133,7.312931,7.337951,7.4783316,7.376404533,7.793206,7.208342,8.702107,7.901218333,0.5248138,0.296613141,0.650109412
oxoglutarate--ferredoxin oxidoreductase beta subunit,HVO_0887,12.398534,13.190264,12.878292,12.82236333,13.145707,13.137526,13.760497,13.34791,0.525546667,0.164372523,0.555451852
conserved hypothetical protein,HVO_1961,10.230956,10.099431,10.243709,10.19136533,9.907396,11.308341,10.937084,10.717607,0.526241667,0.280004511,0.645693595
FAD-linked oxidase domain protein,HVO_2670,9.052332,8.273736,8.039418,8.455162,7.9529967,9.729549,9.265008,8.9825179,0.5273559,0.438655594,0.690380151
uspA domain protein,HVO_1820,7.0080004,7.0558643,7.4337955,7.165886733,7.3616357,7.6224213,8.096983,7.69368,0.527793267,0.106174119,0.468145845
homocitrate synthase,HVO_A0489,5.786915,6.1205435,6.205809,6.037755833,6.0851364,6.262165,7.3494396,6.565580333,0.5278245,0.272728666,0.641288352
fibronectin type III domain protein,HVO_1432,8.007567,8.121987,8.300336,8.143296667,8.447806,8.044619,9.521125,8.671183333,0.527886667,0.304710587,0.65032166
hypothetical protein,HVO_2308,5.9407477,6.079314,6.0822988,6.034120167,6.245271,6.4005566,7.040697,6.562174867,0.5280547,0.100158722,0.456898713
CRISPR-associated protein Cas1,HVO_A0211,8.899789,8.836765,8.728353,8.821635667,10.602004,9.224556,8.223379,9.349979667,0.528344,0.487312471,0.707704153
"putative CAAX amino terminal protease family, transmembrane",HVO_0784,6.8205853,6.736141,7.2204657,6.925730667,7.0691752,7.501494,7.79157,7.454079733,0.528349067,0.109567101,0.475420231
proline dehydrogenase,HVO_0331,6.7322783,6.883467,6.907098,6.840947767,6.8867574,6.948272,8.278457,7.371162133,0.530214367,0.310757642,0.653939216
conserved hypothetical protein,HVO_0857,5.4097095,5.377294,5.6253653,5.4707896,5.6266565,5.780812,6.5965233,6.0013306,0.530541,0.163023126,0.554900601
short-chain family oxidoreductase,HVO_1311,7.288324,7.0355363,7.9833803,7.435746867,7.267709,7.668964,8.963103,7.966592,0.530845133,0.415349711,0.677237561
hypothetical protein,HVO_A0340,6.256294,5.99021,6.6186767,6.288393567,6.267902,6.3483267,7.8423934,6.8195407,0.531147133,0.383679561,0.665614333
transducer protein htr15,HVO_3005,8.003251,8.306005,8.899915,8.403057,8.573987,8.719247,9.509639,8.934291,0.531234,0.247098027,0.635520671
putative sugar transporter,HVO_1226,6.108871,6.4537215,7.2999525,6.620848333,6.945899,6.657451,7.853236,7.152195333,0.531347,0.352064311,0.661493618
hypothetical protein,HVO_1638,5.833495,5.6840825,6.534066,6.0172145,6.2445607,6.3126817,7.0892324,6.548824933,0.531610433,0.231200497,0.629581184
"proteinase IV-like, transmembrane",HVO_0881,6.218218,6.4710484,6.543996,6.411087467,6.6030703,6.6053085,7.6205487,6.942975833,0.531888367,0.206212404,0.610064165
ABC-type transport system permease protein,HVO_1005,5.998496,6.4307485,6.8204465,6.416563667,6.657506,6.404303,7.783861,6.948556667,0.531993,0.335104679,0.65607814
glutamyl-tRNA(Gln) amidotransferase subunit D,HVO_2511,8.516584,9.378309,9.517031,9.137308,9.468583,9.043497,10.498168,9.670082667,0.532774667,0.374330755,0.661493618
proteasome beta subunit,HVO_1562,10.560381,10.876657,10.656407,10.697815,11.007136,11.443311,11.242224,11.23089033,0.533075333,0.027396562,0.249829061
CRISPR-associated protein Cas2,HVO_A0212,8.593754,8.463318,7.962735,8.339935667,9.944911,8.913635,7.7606983,8.873081433,0.533145767,0.464202726,0.696037096
maltose:maltodextrin transport system permease,HVO_0624,6.119204,6.2239547,6.5045815,6.282580067,6.4748526,6.697628,7.276037,6.816172533,0.533592467,0.114362577,0.482818526
uspA domain protein,HVO_1267,5.6659575,6.067468,6.4732704,6.068898633,6.182691,6.1569076,7.468484,6.6026942,0.533795567,0.338697446,0.658341426
conserved hypothetical protein,HVO_0106,8.056314,7.362579,7.0972013,7.505364767,6.89483,8.940685,8.284818,8.040111,0.534746233,0.467931541,0.696831004
conserved hypothetical protein,HVO_2216,6.1152124,6.3037148,6.950708,6.456545067,6.5712743,6.483934,7.9195776,6.9915953,0.535050233,0.369089951,0.661493618
conserved hypothetical protein,HVO_2015,11.42441,11.899009,12.050823,11.791414,12.409382,12.355085,12.221533,12.32866667,0.537252667,0.052405028,0.339567539
Integral membrane protein superfamily,HVO_2864,7.0657144,7.2462187,7.196682,7.169538367,7.2809343,7.465886,8.374111,7.7069771,0.537438733,0.191253316,0.596824169
N-methylhydaintoinase (ATP-hydrolyzing) A,HVO_A0537,5.850385,6.365099,6.650114,6.288532667,6.559792,6.158027,7.760753,6.826190667,0.537658,0.372028681,0.661493618
prenyltransferase,HVO_2527,6.38327,6.489355,6.6650414,6.512555467,6.746536,6.89973,7.505206,7.050490667,0.5379352,0.093811089,0.448246031
zinc-transporting ATPase,HVO_A0624,8.59813,7.7843904,7.870129,8.084216467,8.016076,8.657437,9.195915,8.623142667,0.5389262,0.276159595,0.642182692
conserved hypothetical protein,HVO_2178,7.4241385,7.178546,6.117914,6.906866167,7.157743,7.7616034,7.419538,7.4462948,0.539428633,0.284872502,0.646700265
glycerol kinase,HVO_1541,14.486762,14.698017,14.730695,14.63849133,15.001578,15.058787,15.475857,15.17874067,0.540249333,0.032345094,0.267733217
KaiC-type circadian regulator CirA,HVO_1212,9.909232,9.733554,9.492779,9.711855,10.105115,10.3533125,10.299973,10.25280017,0.540945167,0.019096929,0.217279946
3-beta hydroxysteroid dehydrogenase/isomerase family superfamily,HVO_0868,7.9060955,8.554559,8.262732,8.241128833,8.478991,8.395264,9.472003,8.782086,0.540957167,0.241067858,0.633742828
conserved hypothetical protein,HVO_0676,6.452044,6.7220416,7.2017922,6.791959267,7.0761185,7.027556,7.895674,7.333116167,0.5411569,0.204043648,0.608426715
uspA domain protein,HVO_2239,12.267698,12.119,12.109173,12.16529033,11.967541,13.560794,12.591644,12.70665967,0.541369333,0.310248204,0.653939216
AmiB,HVO_0687,6.381888,7.3127484,7.180275,6.9583038,7.525516,6.972325,8.001749,7.499863333,0.541559533,0.262819726,0.63689652
"DSBA-like thioredoxin domain, putative",HVO_1245,6.4191394,7.3586984,7.318767,7.0322016,7.22457,7.1606927,8.338635,7.574632567,0.542430967,0.330610956,0.65607814
hypothetical protein,HVO_1869,9.259217,9.09976,8.957151,9.105376,9.326817,9.937339,9.683216,9.649124,0.543748,0.051128924,0.337332388
CBS/parB domain protein,HVO_1698,6.8674064,7.6097035,7.025989,7.167699633,7.67726,7.6719913,7.7858186,7.711689967,0.543990333,0.076122173,0.407682478
phosphomethylpyrimidine kinase,HVO_2666,5.7648363,6.0208797,6.7884393,6.1913851,6.4527526,6.266501,7.488997,6.736083533,0.544698433,0.327800872,0.65607814
TATA-binding transcription initiation factor,HVO_1727,10.105604,9.9122505,9.6734085,9.897087667,9.787525,10.660746,10.878604,10.44229167,0.545204,0.200442247,0.604603248
putative transcription factor tfiib repeat protein,HVO_1664,7.0666466,7.1699524,7.5591264,7.2652418,7.3643513,7.7049394,8.36461,7.811300233,0.546058433,0.172992035,0.569729967
PQQ repeat protein,HVO_B0139,6.5051236,7.1511507,7.618102,7.091458767,7.427903,6.77953,8.706197,7.637876667,0.5464179,0.448842229,0.69436365
putative MmgE/Prp family protein,HVO_A0582,6.2277026,6.631781,6.8929024,6.584128667,6.9606686,6.6684713,7.7654757,7.131538533,0.547409867,0.223964045,0.626759342
cox-type terminal oxidase subunit III,HVO_1138,11.364303,12.144927,12.002468,11.83723267,12.352951,12.054868,12.746163,12.38466067,0.547428,0.154738326,0.546481085
conserved hypothetical protein,HVO_2356,5.5493407,5.7502136,6.3914123,5.896988867,6.037156,6.1187835,7.1779265,6.444622,0.547633133,0.28737724,0.64700469
translation initiation factor aIF-2 beta subunit / probable RNA-binding protein homolog,HVO_2242,10.734589,10.278179,10.020614,10.34446067,10.246474,10.833838,11.59662,10.89231067,0.54785,0.283949334,0.646700265
hypothetical protein,HVO_1509,10.997005,11.364243,11.907952,11.42306667,11.845572,11.804954,12.262281,11.97093567,0.547869,0.144138437,0.534127035
predicted DNA-binding proteins with PD1-like DNA-binding motif,HVO_0064,9.108607,9.973107,9.931942,9.671218667,9.97433,9.626047,11.057634,10.219337,0.548118333,0.347045147,0.661274739
conserved hypothetical protein,HVO_0883,8.192812,8.330435,8.197648,8.240298333,8.520943,8.673501,9.174005,8.789483,0.549184667,0.053298722,0.342573237
"molybdopterin converting factor, subunit 1",HVO_2619,5.871631,6.3919353,6.4503684,6.237978233,6.5858383,6.417314,7.3590093,6.7873872,0.549408967,0.184821857,0.586864622
conserved hypothetical protein,HVO_1129,5.797008,6.323405,6.1693444,6.0965858,6.2997165,6.2190313,7.423318,6.647355267,0.550769467,0.258902005,0.636543734
halocyanin,HVO_0844,12.890824,13.713584,13.767668,13.45735867,13.993629,14.015092,14.019279,14.00933333,0.551974667,0.123681486,0.497960045
4-alpha-glucanotransferase,HVO_1683,9.683696,10.061242,10.183875,9.976271,10.45527,10.288892,10.8409605,10.52837417,0.552103167,0.067894596,0.384864815
helicase,HVO_0039,9.449294,9.609165,9.418679,9.492379333,10.294485,10.169407,9.673161,10.04568433,0.553305,0.049589342,0.331221038
L-lactate dehydrogenase,HVO_0214,14.25134,14.41347,14.154085,14.272965,14.627704,15.447081,14.404896,14.82656033,0.553595333,0.164475078,0.555451852
succinate dehydrogenase subunit B (iron-sulfur protein),HVO_2809,12.599182,13.505695,13.020769,13.041882,13.730266,13.409665,13.646531,13.59548733,0.553605333,0.11816993,0.488583184
"membrane protein, putative",HVO_2515,8.103637,8.587372,8.851758,8.514255667,8.76221,8.684903,9.75753,9.068214333,0.553958667,0.247036785,0.635520671
HTH DNA-binding protein,HVO_1299,10.489806,10.353624,10.3711,10.40484333,10.652071,11.332216,10.893054,10.95911367,0.554270333,0.052890557,0.341602706
sialidase,HVO_2070,10.656054,11.138332,10.891305,10.89523033,11.587019,11.354219,11.408148,11.44979533,0.554565,0.023694799,0.237245663
ABC-type transport system ATP-binding protein (probable substrate sugar),HVO_2118,7.375805,7.1944814,7.676852,7.4157128,7.70715,7.901607,8.30244,7.970399,0.5546862,0.069075139,0.388791566
short-chain family oxidoreductase,HVO_2529,6.1980042,6.368898,6.4054594,6.324120533,6.459265,6.606368,7.5711765,6.8789365,0.554815967,0.192647968,0.598047078
acetyltransferase family,HVO_1584,5.9517937,6.366736,6.366559,6.2283629,6.471923,6.578619,7.299097,6.783213,0.5548501,0.132452459,0.515452196
hypothetical protein,HVO_1770,5.7981277,6.166376,6.5042744,6.156259367,6.3914833,6.326134,7.4160767,6.711231333,0.554971967,0.244980896,0.635520671
glycerol-3-phosphate dehydrogenase subunit B,HVO_1539,9.136526,9.684588,9.486781,9.435965,9.914757,9.361605,10.696745,9.991035667,0.555070667,0.256004683,0.635520671
xanthine permease,HVO_B0303,8.259071,7.0557656,7.8578773,7.724237967,8.650758,7.6773567,8.513043,8.2803859,0.556147933,0.299081515,0.650109412
acyl-CoA thioester hydrolase,HVO_1550,6.1681495,6.957651,6.971447,6.6990825,6.9042625,6.887687,7.97379,7.2552465,0.556164,0.281119997,0.646429999
nadh oxidase,HVO_2345,10.036335,10.86818,10.747331,10.55061533,10.92661,10.631123,11.763262,11.10699833,0.556383,0.26247037,0.636745156
conserved hypothetical protein,HVO_1155,5.5418468,5.9154587,6.044131,5.833812167,6.147331,5.987929,7.036367,6.390542333,0.556730167,0.196171215,0.60180315
"predicted ATPase, PP-loop superfamily",HVO_1856,8.725702,8.847797,8.752277,8.775258667,8.982985,9.285955,9.731269,9.333403,0.558144333,0.064537579,0.375691099
dodecin-related protein,HVO_2682,6.76657,6.914543,6.887415,6.856176,7.0277004,7.090427,8.1260805,7.414735967,0.558559967,0.194744682,0.599735361
Uncharacterized protein family superfamily,HVO_1473,11.892911,11.791192,11.963791,11.88263133,12.0095825,12.782982,12.5316925,12.441419,0.558787667,0.074682791,0.405736261
conserved hypothetical protein,HVO_1186,9.62854,9.409028,9.399116,9.478894667,9.006882,10.635789,10.471729,10.03813333,0.559238667,0.34532231,0.661274739
Uncharacterized conserved secreted protein,HVO_2627,5.584405,5.7064157,6.126512,5.805777567,6.1500006,5.8135657,7.1329803,6.365515533,0.559737967,0.261540827,0.636745156
conserved protein,HVO_0479,7.053871,7.4331965,7.6734705,7.386846,7.6423993,7.9648848,8.232765,7.946683033,0.559837033,0.087198018,0.432194156
putative light- and oxygen-sensing transcription regulator,HVO_2509,6.474876,6.5254354,6.6489577,6.549756367,6.8241415,6.9427457,7.567151,7.111346067,0.5615897,0.07617817,0.407682478
"Phosphatidylserine synthase, putative",HVO_1971,7.0458355,7.075848,7.5917306,7.2378047,7.552603,7.697618,8.148462,7.799561,0.5617563,0.089817916,0.436564229
hypothetical protein,HVO_1995,6.1252904,6.4336123,6.702376,6.420426233,6.483018,6.5919275,7.8723154,6.9824203,0.561994067,0.30332074,0.65032166
dihydropyrimidine dehydrogenase,HVO_2478,5.5619063,6.185253,6.3825507,6.043236667,6.1142473,5.82339,7.8781176,6.605251633,0.562014967,0.459817249,0.696037096
triosephosphate isomerase,HVO_1300,10.706014,11.026265,11.024563,10.91894733,11.181801,11.355984,11.9068775,11.48155417,0.562606833,0.081629975,0.41925683
YcaO-like family domain protein,HVO_2860,6.526297,6.6833057,6.827939,6.679180567,6.9061837,6.916283,7.903713,7.2420599,0.562879333,0.175252733,0.572444378
"HtpX protease homolog, transmembrane",HVO_2904,6.085476,6.477095,6.233167,6.265246,6.6950855,6.39623,7.395245,6.8288535,0.5636075,0.150339877,0.545135951
iron-dependent repressor,HVO_0863,12.218319,12.3345,11.969916,12.174245,12.713807,13.1189785,12.382836,12.7385405,0.5642955,0.07714077,0.409971299
conserved hypothetical protein,HVO_2613,6.338459,6.5674467,6.726521,6.544142233,6.868776,6.7079415,7.7509007,7.109206067,0.565063833,0.175011632,0.572213518
"endoribonuclease L-PSP, putative",HVO_0459,6.608953,7.3793592,7.166208,7.051506733,7.346892,7.135692,8.371831,7.618138333,0.5666316,0.272335067,0.641288352
hypothetical protein,HVO_1252,7.7300444,7.7538905,8.252083,7.912005967,8.466664,8.468457,8.501956,8.479025667,0.5670197,0.02925881,0.255737444
"CAAX amino terminal protease family, transmembrane",HVO_0082,6.3694267,6.728992,6.6392603,6.579226333,7.1846933,7.2324643,7.0226088,7.1465888,0.567362467,0.010602297,0.167604264
conserved hypothetical protein,HVO_1268,9.226992,9.531109,9.38125,9.379783667,9.671003,9.928383,10.245591,9.948325667,0.568542,0.038963935,0.299173952
adaptive-response sensory-kinase,HVO_1298,9.389515,9.893416,9.605672,9.629534333,10.705811,10.265469,9.628389,10.19988967,0.570355333,0.173758521,0.571134119
archaeal flagellin N-terminal-like domain protein,HVO_2704,6.6406856,7.013537,6.9235415,6.8592547,7.145219,6.9890757,8.155736,7.430010233,0.570755533,0.209949474,0.612184402
Protein of unknown function (DUF790) superfamily,HVO_1596,6.406031,6.7850866,6.7542505,6.648456033,6.7657743,6.8399057,8.05257,7.219416667,0.570960633,0.259090072,0.636543734
protein-L-isoaspartate O-methyltransferase,HVO_1093,7.811422,8.432728,8.19747,8.147206667,8.451801,8.395877,9.308409,8.718695667,0.571489,0.174341254,0.571810615
hypothetical protein,HVO_2910,5.8769665,6.267348,6.5011845,6.215166333,6.468926,6.070842,7.824539,6.788102333,0.572936,0.364990574,0.661493618
"SPP-like hydrolase, Archaeal",HVO_1536,8.733218,8.771904,8.401562,8.635561333,8.855713,9.096915,9.675587,9.209405,0.573843667,0.100887973,0.458424826
thioredoxin,HVO_1244,6.5177593,6.8223033,7.3011365,6.8803997,7.0536113,7.162455,8.147264,7.454443433,0.574043733,0.239629933,0.63240085
hypothetical protein,HVO_0366,6.5055547,6.5073323,7.2654643,6.759450433,6.984093,7.0245743,7.991907,7.333524767,0.574074333,0.239094479,0.632171598
farnesyl-pyrrophosphate synthase,HVO_0303,5.9185863,6.148907,6.063478,6.0436571,6.2257934,6.1460567,7.4852133,6.619021133,0.575364033,0.260065429,0.636745156
conserved hypothetical protein,HVO_1712,5.5287886,5.8951254,6.159011,5.860975,6.0585265,5.9545007,7.296531,6.4365194,0.5755444,0.286323258,0.646700265
cell division inhibitor,HVO_0228,5.7096844,6.2824397,6.7489676,6.247030567,6.483863,6.3687487,7.617418,6.823343233,0.576312667,0.312468941,0.654544463
Tat (twin-arginine translocation) pathway signal sequence domain protein,HVO_2651,7.4559784,8.212381,7.8434315,7.837263633,8.108155,8.161211,8.972058,8.413808,0.576544367,0.179423659,0.578481619
ArcR family transcription regulator,HVO_A0342,8.415518,8.441697,7.649122,8.168779,8.887235,9.370347,7.981028,8.746203333,0.577424333,0.298012886,0.650109412
aminopeptidase,HVO_0836,9.829851,10.684657,10.739618,10.418042,11.060887,10.710976,11.217405,10.99642267,0.578380667,0.15490443,0.546481085
BNR repeat domain protein,HVO_0395,5.536021,5.9196186,6.1718345,5.8758247,6.0727315,5.7706885,7.5260544,6.456491467,0.580666767,0.367823591,0.661493618
LPPG:Fo 2-phospho-L-lactate transferase,HVO_2479,6.3567076,6.9691443,7.613697,6.979849633,7.38059,7.0320015,8.269375,7.5606555,0.580805867,0.324208437,0.65607814
acyl-CoA dehydrogenase,HVO_1140,8.523168,8.508663,8.64931,8.560380333,8.588207,8.906105,9.929488,9.141266667,0.580886333,0.226786059,0.629581184
triphosphoribosyl-dephospho-CoA synthase,HVO_2477,6.4351883,6.936403,7.3608837,6.910825,7.2106414,7.0274177,8.237871,7.4919767,0.5811517,0.276867076,0.642182692
unknown protein,HVO_B0055,6.863278,9.479283,9.152586,8.498382333,9.674489,8.203049,9.362592,9.080043333,0.581661,0.56831077,0.74916256
Serine/Threonine protein phosphatase,HVO_0010,7.0334616,7.2826996,7.172011,7.162724067,7.463289,7.615915,8.15511,7.744771333,0.582047267,0.058604269,0.362074437
DNA-directed RNA polymerase subunit F,HVO_2748,9.314747,9.759415,9.129445,9.401202333,9.427978,9.837906,10.684755,9.983546333,0.582344,0.232803994,0.629786258
"PfpI-ThiJ-DJ-1 superfamily, AraC transcriptional regulator family",HVO_2912,6.426738,6.825139,7.1839786,6.811951867,7.1961355,7.261813,7.727236,7.3950615,0.583109633,0.10153218,0.46082658
ABC-type transport system periplasmic substrate-binding protein (probable substrate maltose),HVO_0564,7.23672,7.366011,7.5239487,7.3755599,7.8073606,7.481985,8.587367,7.9589042,0.5833443,0.159757437,0.549293482
conserved hypothetical protein,HVO_0320,5.507284,5.722119,6.1805496,5.803317533,6.009456,5.8567605,7.2944756,6.386897367,0.583579833,0.305687464,0.650554395
conserved hypothetical protein,HVO_1388,8.877477,8.986755,9.012498,8.95891,9.124624,9.801134,9.702282,9.54268,0.58377,0.053241772,0.342573237
Natural resistance-associated macrophage protein superfamily,HVO_2658,6.2831535,6.895473,7.486031,6.888219167,7.157484,7.0195494,8.239732,7.472255133,0.584035967,0.323464168,0.65607814
acyl-CoA synthetase,HVO_0896,6.491201,6.6603503,6.8744235,6.675324933,7.00068,6.970582,7.807768,7.259676667,0.584351733,0.119374268,0.490419029
Protein of unknown function family,HVO_2171,8.722925,9.048533,8.572201,8.781219667,9.286693,9.094076,9.717461,9.366076667,0.584857,0.065117009,0.377167559
